name,degree,year
M. Night Shyamalan,2,1993
Scarlett Johansson,2,1993
Edward Norton,1,1993
Anne Shirley,1,1993
Akira Kurosawa,1,1993
Jacki Weaver,1,1993
Dame Edith Evans,1,1993
Geoffrey Rush,1,1993
Michael Shannon,1,1993
Josh Brolin,1,1993
Mira Sorvino,1,1993
Tilda Swinton,1,1993
Quinn Cummings,1,1993
Allison Janney,1,1993
Jude Law,1,1993
Russell Crowe,1,1993
Mark Rylance,1,1993
Spike Jonze,1,1993
Clive Owen,1,1993
Hilary Swank,1,1993
Penélope Cruz,1,1993
Angelina Jolie,1,1993
Salma Hayek,1,1993
Paul Haggis,1,1993
Sidney Franklin,0,1993
Nick Adams,0,1993
Robert Montgomery,0,1993
Ida Kamińska,0,1993
Michael Anderson,0,1993
Ben Johnson,0,1993
Edouard Molinaro,0,1993
Hiroshi Teshigahara,0,1993
Fernanda Montenegro,0,1993
Scott Hicks,0,1993
Chris Noonan,0,1993
Ken Watanabe,0,1993
Tom Wilkinson,0,1993
Guillermo del Toro,0,1993
George Clooney,0,1993
Jason Reitman,0,1993
Paul Thomas Anderson,0,1993
Demián Bichir,0,1993
Michael Haneke,0,1993
Paul Greengrass,0,1993
Dev Patel,0,1993
Ang Lee,0,1993
Steve Carell,0,1993
Heath Ledger,0,1993
Sophie Okonedo,0,1993
Paul Giamatti,0,1993
Djimon Hounsou,0,1993
Paul Raci,0,1993
Benicio Del Toro,0,1993
John Wayne,180,1994
Gary Cooper,175,1994
Henry Fonda,171,1994
Clark Gable,158,1994
Burgess Meredith,157,1994
Kirk Douglas,156,1994
William Holden,155,1994
Anthony Quinn,155,1994
Burt Lancaster,153,1994
Robert Mitchum,152,1994
Walter Brennan,150,1994
James Stewart,150,1994
Akim Tamiroff,146,1994
Cary Grant,145,1994
Spencer Tracy,143,1994
Paul Newman,141,1994
David Niven,140,1994
James Mason,140,1994
Shelley Winters,140,1994
Eddie Albert,137,1994
Fredric March,134,1994
William Demarest,133,1994
Frank Morgan,132,1994
Jane Darwell,131,1994
Mary Astor,131,1994
Gene Lockhart,131,1994
Humphrey Bogart,131,1994
Cecil Kellaway,130,1994
Gregory Peck,130,1994
Walter Pidgeon,129,1994
Adolphe Menjou,128,1994
Lewis Stone,127,1994
Martin Balsam,127,1994
Orson Welles,126,1994
Charles Laughton,125,1994
Donald Crisp,123,1994
Charles Coburn,123,1994
Frank Sinatra,123,1994
Ernest Borgnine,122,1994
Ray Milland,121,1994
Bette Davis,121,1994
Gene Hackman,121,1994
Joan Crawford,120,1994
Mickey Rooney,119,1994
John Huston,119,1994
Laurence Olivier,119,1994
Lee J. Cobb,119,1994
J. Carrol Naish,118,1994
Spring Byington,116,1994
George Sanders,116,1994
Lana Turner,116,1994
Lionel Barrymore,115,1994
Louis Calhern,115,1994
Barbara Stanwyck,115,1994
Walter Huston,114,1994
Ralph Bellamy,114,1994
Jack Warden,114,1994
James Gleason,113,1994
Debbie Reynolds,113,1994
Stuart Erwin,112,1994
Charles Bickford,111,1994
Robert Duvall,111,1994
José Ferrer,110,1994
Tony Curtis,110,1994
Mervyn LeRoy,109,1994
Bing Crosby,109,1994
Jason Robards,108,1994
Agnes Moorehead,108,1994
Michael Caine,108,1994
Victor McLaglen,107,1994
Olivia de Havilland,107,1994
Donna Reed,107,1994
Trevor Howard,107,1994
Stuart Whitman,106,1994
Ned Beatty,106,1994
John Gielgud,105,1994
Beulah Bondi,105,1994
Ava Gardner,105,1994
Richard Widmark,105,1994
Melvyn Douglas,104,1994
Elizabeth Taylor,103,1994
Charles Boyer,103,1994
George Cukor,103,1994
Jane Wyman,103,1994
Karl Malden,103,1994
Charlton Heston,103,1994
Shirley MacLaine,103,1994
Dean Jagger,102,1994
Van Heflin,102,1994
Broderick Crawford,102,1994
Denholm Elliott,102,1994
Rod Steiger,102,1994
Michael Curtiz,101,1994
Cecil B. DeMille,101,1994
Sam Jaffe,101,1994
Loretta Young,100,1994
Robert Morley,100,1994
Dean Stockwell,100,1994
Dennis Hopper,100,1994
Robert Redford,100,1994
John Ford,99,1994
Robert Ryan,99,1994
Edmund Gwenn,97,1994
Lew Ayres,97,1994
Joan Fontaine,97,1994
Raymond Massey,96,1994
Joan Blondell,95,1994
Jack Lemmon,95,1994
Jack Nicholson,95,1994
William Powell,94,1994
Ginger Rogers,94,1994
Franchot Tone,94,1994
Marjorie Main,94,1994
Faye Dunaway,94,1994
Katharine Hepburn,93,1994
Natalie Wood,93,1994
Richard Burton,93,1994
Otto Preminger,92,1994
Walter Matthau,92,1994
Irene Dunne,91,1994
Henry Travers,91,1994
Chill Wills,91,1994
Alexander Knox,91,1994
Edmond O'Brien,91,1994
Lauren Bacall,91,1994
James Cagney,90,1994
Charles Durning,90,1994
Carole Lombard,89,1994
Henry Hathaway,89,1994
Marlon Brando,89,1994
George Stevens,88,1994
Robert De Niro,88,1994
Billie Burke,87,1994
Elsa Lanchester,87,1994
Sean Connery,87,1994
James Coburn,87,1994
George Kennedy,87,1994
Anne Baxter,86,1994
Angela Lansbury,86,1994
William Dieterle,85,1994
Jackie Cooper,85,1994
Jeanne Crain,85,1994
Claude Rains,84,1994
Roland Young,84,1994
Claire Trevor,84,1994
Rosalind Russell,84,1994
Paul Lukas,83,1994
Jack Oakie,83,1994
Peter Ustinov,83,1994
Jean Simmons,83,1994
Gladys Cooper,82,1994
Sidney Lumet,82,1994
Janet Leigh,82,1994
Sophia Loren,82,1994
Norma Shearer,81,1994
Richard Attenborough,81,1994
Eleanor Parker,81,1994
Richard Harris,81,1994
Una Merkel,80,1994
William Wyler,80,1994
Eve Arden,80,1994
Anne Revere,80,1994
Ingrid Bergman,80,1994
Susan Hayward,80,1994
Gene Kelly,80,1994
Max von Sydow,80,1994
Lee Grant,80,1994
Dustin Hoffman,80,1994
Brian Donlevy,79,1994
Ralph Richardson,79,1994
Ellen Corby,79,1994
Anne Bancroft,79,1994
Christopher Plummer,79,1994
Robert Z. Leonard,78,1994
Gene Tierney,78,1994
Tom Tully,78,1994
George Segal,78,1994
King Vidor,77,1994
William A. Wellman,77,1994
Glynis Johns,77,1994
Arthur O'Connell,77,1994
Gig Young,77,1994
Thelma Ritter,77,1994
Ed Begley,77,1994
James Whitmore,77,1994
Anthony Perkins,77,1994
John Hurt,77,1994
James Earl Jones,77,1994
Clarence Brown,76,1994
Hattie McDaniel,76,1994
Deborah Kerr,76,1994
Alec Guinness,76,1994
Lee Marvin,76,1994
Hope Lange,76,1994
Harvey Keitel,76,1994
Frank Borzage,75,1994
H. B. Warner,75,1994
Sara Allgood,75,1994
Merle Oberon,75,1994
John Mills,75,1994
Peter Falk,75,1994
Ethel Barrymore,74,1994
Wallace Beery,74,1994
Dan Dailey,74,1994
Bruce Dern,74,1994
Ann-Margret,74,1994
Telly Savalas,74,1994
Basil Rathbone,73,1994
Alfred Hitchcock,73,1994
Claudette Colbert,73,1994
John Sturges,73,1994
Rock Hudson,73,1994
Maggie Smith,73,1994
Vanessa Redgrave,73,1994
George C. Scott,73,1994
James Caan,73,1994
Ian Bannen,72,1994
Ian Holm,72,1994
Robert Stack,71,1994
Yul Brynner,71,1994
Elliott Gould,71,1994
Susannah York,71,1994
Richard Barthelmess,70,1994
Lucile Watson,70,1994
Bonita Granville,70,1994
Leo Genn,70,1994
Hume Cronyn,70,1994
Teri Garr,70,1994
Sam Wood,69,1994
Marjorie Rambeau,69,1994
Mischa Auer,69,1994
Thomas Gomez,69,1994
Vincente Minnelli,69,1994
Martin Ritt,69,1994
Seymour Cassel,69,1994
Alan Arkin,69,1994
Aline MacMahon,68,1994
Don Ameche,68,1994
Michael Redgrave,68,1994
Hugh Griffith,68,1994
Richard Jaeckel,68,1994
Jack Palance,68,1994
Jeff Bridges,68,1994
May Robson,67,1994
Norman Taurog,67,1994
Marlene Dietrich,67,1994
Henry Koster,67,1994
Margaret Sullavan,67,1994
Judith Anderson,67,1994
Geraldine Fitzgerald,67,1994
Edward Dmytryk,67,1994
Peter Finch,67,1994
Greer Garson,67,1994
Nina Foch,67,1994
Martha Hyer,67,1994
Danny Aiello,67,1994
Warner Baxter,66,1994
William Gargan,66,1994
Jessica Tandy,66,1994
Ruth Hussey,66,1994
Robert Wise,66,1994
Jane Fonda,66,1994
Ann Sothern,65,1994
Fay Bainter,65,1994
Audrey Hepburn,65,1994
Omar Sharif,65,1994
Maurice Chevalier,64,1994
Rex Harrison,64,1994
Fred Zinnemann,64,1994
George Seaton,64,1994
Laurence Harvey,64,1994
James Garner,64,1994
Burt Reynolds,64,1994
Bessie Love,63,1994
Joseph Schildkraut,63,1994
Sylvia Sidney,63,1994
Elia Kazan,63,1994
Cloris Leachman,63,1994
Carroll Baker,63,1994
Woody Allen,63,1994
Diane Keaton,63,1994
Carol Kane,63,1994
Meryl Streep,63,1994
Robert Vaughn,62,1994
Greta Garbo,62,1994
Howard Hawks,62,1994
Fred Astaire,62,1994
William Bendix,62,1994
Red Buttons,62,1994
Geraldine Page,62,1994
Joanne Woodward,62,1994
Brian Aherne,61,1994
Mildred Dunnock,61,1994
Carolyn Jones,61,1994
Martin Landau,61,1994
Peter O'Toole,61,1994
Rip Torn,61,1994
Sydney Pollack,61,1994
Victor Fleming,60,1994
Gale Sondergaard,60,1994
Dorothy McGuire,60,1994
Clint Eastwood,60,1994
Alan Bates,60,1994
Sally Kellerman,60,1994
Buck Henry,60,1994
Christopher Walken,60,1994
Burt Young,60,1994
Stanley Holloway,59,1994
Anatole Litvak,59,1994
Cornel Wilde,59,1994
Richard Brooks,59,1994
Frank Finlay,59,1994
Martin Scorsese,59,1994
Gladys George,58,1994
Edna May Oliver,58,1994
Ed Wynn,58,1994
Judy Garland,58,1994
Jean Negulesco,58,1994
Wendy Hiller,58,1994
Jennifer Jones,58,1994
Art Carney,58,1994
Anthony Quayle,58,1994
Russ Tamblyn,58,1994
Peter Sellers,58,1994
Paulette Goddard,57,1994
Marcello Mastroianni,57,1994
Anthony Hopkins,57,1994
Marie Dressler,56,1994
Barry Fitzgerald,56,1994
Cliff Robertson,56,1994
Hal Holbrook,56,1994
Al Pacino,56,1994
James Woods,56,1994
Tom Berenger,56,1994
John Garfield,55,1994
Arthur Hunnicutt,55,1994
Lee Remick,55,1994
Maureen Stapleton,55,1994
Harrison Ford,55,1994
Randy Quaid,55,1994
Tim Robbins,55,1994
Sidney Poitier,54,1994
Susan Sarandon,54,1994
Ronald Colman,53,1994
Herbert Ross,53,1994
Flora Robson,53,1994
Dan O'Herlihy,53,1994
Warren Beatty,53,1994
Katharine Ross,53,1994
Sam Waterston,53,1994
Sylvester Stallone,53,1994
John Lithgow,53,1994
Walter Lang,52,1994
Joseph L. Mankiewicz,52,1994
Miriam Hopkins,52,1994
Mildred Natwick,52,1994
Patricia Neal,52,1994
Maximilian Schell,52,1994
Vincent Gardenia,52,1994
Karen Black,52,1994
Barbara Hershey,52,1994
Richard Dreyfuss,52,1994
Madeline Kahn,52,1994
Samuel L. Jackson,52,1994
Helen Hayes,51,1994
John Farrow,51,1994
Jack Gilford,51,1994
Burl Ives,51,1994
Jack Kruschen,51,1994
Robert Altman,51,1994
Francis Ford Coppola,51,1994
Jonathan Pryce,51,1994
Dan Aykroyd,51,1994
Michelle Pfeiffer,51,1994
Ernst Lubitsch,50,1994
Vittorio De Sica,50,1994
Lewis Milestone,50,1994
Ann Harding,50,1994
Martha Scott,50,1994
Teresa Wright,50,1994
Kim Hunter,50,1994
Dorothy Malone,50,1994
Jack Albertson,50,1994
Theodore Bikel,50,1994
Sal Mineo,50,1994
John Cassavetes,50,1994
Nick Nolte,50,1994
Glenn Close,50,1994
Mary Pickford,49,1994
Lillian Gish,49,1994
Jean Arthur,49,1994
Charles Walters,49,1994
Richard Todd,49,1994
Delbert Mann,49,1994
Robert Loggia,49,1994
Terence Stamp,49,1994
Robert Downey Jr.,49,1994
Bob Hoskins,49,1994
Frank Lloyd,48,1994
Gloria Grahame,48,1994
Ann Blyth,48,1994
Montgomery Clift,48,1994
J. Lee Thompson,48,1994
Michael J. Pollard,48,1994
Brad Dourif,48,1994
Sally Kirkland,48,1994
Ellen Burstyn,48,1994
Alice Brady,47,1994
Chester Morris,47,1994
Paul Muni,47,1994
Doris Day,47,1994
Juanita Moore,47,1994
Arthur Hiller,47,1994
Steven Spielberg,47,1994
Diane Ladd,47,1994
Jodie Foster,47,1994
Frederic Forrest,47,1994
Tommy Lee Jones,47,1994
Liam Neeson,47,1994
Nicolas Cage,47,1994
Alec Baldwin,47,1994
Charles Chaplin,46,1994
Frank Capra,46,1994
Monty Woolley,46,1994
Margaret Leighton,46,1994
Anouk Aimée,46,1994
Rita Moreno,46,1994
Eva Marie Saint,46,1994
Albert Finney,46,1994
Candice Bergen,46,1994
Eileen Brennan,46,1994
Kathy Bates,46,1994
John Marley,45,1994
Robin Williams,45,1994
Mike Nichols,45,1994
Ben Kingsley,45,1994
Ed Harris,45,1994
Mickey Rourke,45,1994
David Strathairn,45,1994
Forest Whitaker,45,1994
Billy Wilder,44,1994
John Houseman,44,1994
Ruth Gordon,44,1994
Jan Sterling,44,1994
Joe Pesci,44,1994
Julie Christie,44,1994
Irving Cummings,43,1994
Robert Siodmak,43,1994
Gloria Stuart,43,1994
Shirley Knight,43,1994
Morgan Freeman,43,1994
Sally Field,43,1994
F. Murray Abraham,43,1994
Melanie Griffith,43,1994
Kim Basinger,43,1994
Kevin Kline,43,1994
Valentina Cortese,42,1994
Julie Andrews,42,1994
Tuesday Weld,42,1994
Norman Jewison,42,1994
Louise Fletcher,42,1994
James Coco,42,1994
Elizabeth McGovern,42,1994
Tom Cruise,42,1994
Betty Compson,41,1994
Ethel Waters,41,1994
Vivien Leigh,41,1994
Cara Williams,41,1994
Celeste Holm,41,1994
Leslie Caron,41,1994
Dyan Cannon,41,1994
Anne Archer,41,1994
Stockard Channing,41,1994
Whoopi Goldberg,41,1994
W. S. Van Dyke,40,1994
Clifton Webb,40,1994
Barbara O'Neil,40,1994
Jackie Gleason,40,1994
Richard Farnsworth,40,1994
Nancy Olson,40,1994
Anthony Franciosa,40,1994
Robert Mulligan,40,1994
Stanley Kramer,40,1994
Michael Douglas,40,1994
Bruce Davison,40,1994
Daniel Day-Lewis,40,1994
Mary Steenburgen,40,1994
Jim Broadbent,40,1994
William Hurt,40,1994
Linda Hunt,40,1994
Willem Dafoe,40,1994
Mercedes McCambridge,39,1994
Steve McQueen,39,1994
Gary Oldman,39,1994
Stanley Tucci,39,1994
Dame May Whitty,38,1994
Janet Gaynor,38,1994
Hermione Baddeley,38,1994
Carol Reed,38,1994
Piper Laurie,38,1994
Shirley Jones,38,1994
Mark Rydell,38,1994
Roy Scheider,38,1994
Jon Voight,38,1994
Jane Alexander,38,1994
Barry Levinson,38,1994
Joan Cusack,38,1994
Kevin Costner,38,1994
Arthur Kennedy,37,1994
Alexander Hall,37,1994
John Schlesinger,37,1994
Sandy Dennis,37,1994
Sylvia Miles,37,1994
Sissy Spacek,37,1994
Michael V. Gazzo,37,1994
Diane Lane,37,1994
Julia Roberts,37,1994
Margaret Wycherly,36,1994
Jules Dassin,36,1994
Eric Roberts,36,1994
George Roy Hill,36,1994
Eileen Heckart,36,1994
Peter Fonda,36,1994
Goldie Hawn,36,1994
Olympia Dukakis,36,1994
Oliver Stone,36,1994
Jessica Lange,36,1994
Sam Shepard,36,1994
Jennifer Jason Leigh,36,1994
Winona Ryder,36,1994
George Burns,35,1994
Sydney Greenstreet,35,1994
Beatrice Straight,35,1994
Paul Scofield,35,1994
Bobby Darin,35,1994
Glenda Jackson,35,1994
Anjelica Huston,35,1994
Erich von Stroheim,34,1994
Simone Signoret,34,1994
Ron Howard,34,1994
Alan Alda,34,1994
Talia Shire,34,1994
Jill Clayburgh,34,1994
Valerie Perrine,34,1994
Michael Keaton,34,1994
River Phoenix,34,1994
Wesley Ruggles,33,1994
Gregory La Cava,33,1994
Maria Ouspenskaya,33,1994
Liza Minnelli,33,1994
Gene Wilder,33,1994
Alan J. Pakula,33,1994
Susan Tyrrell,33,1994
Gary Busey,33,1994
Melinda Dillon,33,1994
Dianne Wiest,33,1994
Kathleen Turner,33,1994
Sean Penn,33,1994
Kevin Spacey,33,1994
Bill Murray,32,1994
Robert Donat,32,1994
Peggy Ashcroft,32,1994
Lila Kedrova,32,1994
Tony Richardson,32,1994
Gena Rowlands,32,1994
Geneviève Bujold,32,1994
Candy Clark,32,1994
Mel Gibson,32,1994
Jeremy Irons,32,1994
John Malkovich,32,1994
Richard E. Grant,32,1994
Juliette Lewis,32,1994
Leo McCarey,31,1994
Dorothy Dandridge,31,1994
James Stephenson,31,1994
David Lean,31,1994
Kay Medford,31,1994
Katy Jurado,31,1994
Tom Courtenay,31,1994
Barbra Streisand,31,1994
Laurence Fishburne,31,1994
Sigourney Weaver,31,1994
Denzel Washington,31,1994
Richard Dix,30,1994
Oskar Werner,30,1994
Betsy Blair,30,1994
Ruby Dee,30,1994
Joan Plowright,30,1994
Charlotte Rampling,30,1994
Paul Winfield,30,1994
Laura Dern,30,1994
Debra Winger,30,1994
Holly Hunter,30,1994
Mercedes Ruehl,30,1994
Louise Dresser,29,1994
Barbara Bel Geddes,29,1994
Hope Emerson,29,1994
Marisa Pavan,29,1994
Beah Richards,29,1994
Dudley Moore,29,1994
Samantha Eggar,29,1994
Lynn Redgrave,29,1994
Peter Bogdanovich,29,1994
Kathleen Quinlan,29,1994
Matt Dillon,29,1994
Tom Hanks,29,1994
Jennifer Tilly,29,1994
Joshua Logan,28,1994
Armin Mueller-Stahl,28,1994
Ron Moody,28,1994
Sarah Miles,28,1994
Arthur Penn,28,1994
Peter Yates,28,1994
Ken Russell,28,1994
Giancarlo Giannini,28,1994
Robert Forster,28,1994
Kate Nelligan,28,1994
Diana Scarwid,28,1994
Uma Thurman,28,1994
Gloria Swanson,27,1994
Victor Schertzinger,27,1994
Ruth Chatterton,27,1994
Margaret Rutherford,27,1994
Frank Perry,27,1994
Roman Polanski,27,1994
Jo Van Fleet,27,1994
Liv Ullmann,27,1994
Lesley Ann Warren,27,1994
John G. Avildsen,27,1994
Jonathan Demme,27,1994
Lily Tomlin,27,1994
Albert Brooks,27,1994
Lindsay Crouse,27,1994
Alfre Woodard,27,1994
Stephen Rea,27,1994
Mary Elizabeth Mastrantonio,27,1994
Harry Beaumont,26,1994
Grace Kelly,26,1994
Melina Mercouri,26,1994
James Ivory,26,1994
Estelle Parsons,26,1994
Helen Mirren,26,1994
Janet Suzman,26,1994
John Travolta,26,1994
Pete Postlethwaite,26,1994
Sharon Stone,26,1994
Tess Harper,26,1994
John C. Reilly,26,1994
Lee Strasberg,25,1994
Jean Hagen,25,1994
Diane Cilento,25,1994
George Chakiris,25,1994
Joe Mantell,25,1994
Franklin J. Schaffner,25,1994
Timothy Hutton,25,1994
Cher,25,1994
Nigel Hawthorne,25,1994
Amy Irving,25,1994
Geena Davis,25,1994
Richard Jenkins,25,1994
Lorraine Bracco,25,1994
Patricia Collinge,24,1994
James Dean,24,1994
Patty Duke,24,1994
William Friedkin,24,1994
David Lynch,24,1994
Penelope Milford,24,1994
Peter Firth,24,1994
Chris Sarandon,24,1994
Frances McDormand,24,1994
Helena Bonham Carter,24,1994
Brad Pitt,24,1994
Oscar Homolka,23,1994
Judi Dench,23,1994
John Boorman,23,1994
Sam Elliott,23,1994
Ian McKellen,23,1994
Frank Langella,23,1994
Hal Ashby,23,1994
Stephen Frears,23,1994
Marsha Mason,23,1994
Meg Tilly,23,1994
Michel Hazanavicius,23,1994
Sessue Hayakawa,22,1994
Peggy Wood,22,1994
Nancy Kelly,22,1994
Nancy Carroll,22,1994
Lee Tracy,22,1994
Franco Zeffirelli,22,1994
Diahann Carroll,22,1994
Catherine Deneuve,22,1994
Joan Hackett,22,1994
Brenda Vaccaro,22,1994
Ryan O'Neal,22,1994
Ronee Blakley,22,1994
Cathy Moriarty,22,1994
David Paymer,22,1994
Marisa Tomei,22,1994
Miranda Richardson,22,1994
Laurie Metcalf,22,1994
Rosie Perez,22,1994
William Wellman,21,1994
Diana Wynyard,21,1994
Robert Rossen,21,1994
Lilia Skala,21,1994
Diane Varsi,21,1994
Victor Buono,21,1994
Judd Hirsch,21,1994
Johnny Depp,21,1994
William H. Macy,21,1994
Julianne Moore,21,1994
Joel Grey,20,1994
Gérard Depardieu,20,1994
Judy Davis,20,1994
Woody Harrelson,20,1994
Christine Lahti,20,1994
Virginia Madsen,20,1994
Annette Bening,20,1994
Emma Thompson,20,1994
Alfred Lunt,19,1994
Anna Magnani,19,1994
Peter Glenville,19,1994
Anthony Harvey,19,1994
John Dall,19,1994
Robert Benton,19,1994
Louis Malle,19,1994
Cicely Tyson,19,1994
"Louis Gossett, Jr.",19,1994
Mariel Hemingway,19,1994
James Cromwell,19,1994
Mary McDonnell,19,1994
Herbert Brenon,18,1994
Helen Hunt,18,1994
Jack Clayton,18,1994
Katina Paxinou,18,1994
Stanley Kubrick,18,1994
Bob Fosse,18,1994
Carrie Snodgress,18,1994
Ridley Scott,18,1994
Tom Hulce,18,1994
Neil Jordan,18,1994
Antonio Banderas,18,1994
Patricia Arquette,18,1994
Kenneth Branagh,18,1994
Lynn Fontanne,17,1994
Leslie Howard,17,1994
Larry Parks,17,1994
Susan Peters,17,1994
Joan Lorring,17,1994
Charles Crichton,17,1994
Federico Fellini,17,1994
Elizabeth Hartman,17,1994
Vivien Merchant,17,1994
Sondra Locke,17,1994
Klaus Maria Brandauer,17,1994
Edward James Olmos,17,1994
Tim Roth,17,1994
Amy Madigan,17,1994
Joan Allen,17,1994
Angela Bassett,17,1994
Christian Bale,17,1994
Philip Seymour Hoffman,17,1994
Jack Cardiff,16,1994
Jean Renoir,16,1994
Rosemary Harris,16,1994
Kim Stanley,16,1994
Peter Weir,16,1994
Bette Midler,16,1994
Jackie Earle Haley,16,1994
Adrian Lyne,16,1994
Alan Parker,16,1994
Michael O'Keefe,16,1994
Lena Olin,16,1994
Sofia Coppola,16,1994
Elisabeth Shue,16,1994
Ethan Hawke,16,1994
Andrea Leeds,15,1994
Jeff Chandler,15,1994
Costa-Gavras,15,1994
Lynn Carlin,15,1994
Chief Dan George,15,1994
Anne Ramsey,15,1994
Bruce Beresford,15,1994
Mare Winningham,15,1994
Spike Lee,15,1994
Viggo Mortensen,15,1994
Catherine Keener,15,1994
Adrien Brody,15,1994
Luise Rainer,14,1994
Maggie McNamara,14,1994
Susan Kohner,14,1994
Mary Tyler Moore,14,1994
Linda Blair,14,1994
Martin Brest,14,1994
Isabelle Adjani,14,1994
Tom Conti,14,1994
Roberto Benigni,14,1994
Robert Zemeckis,14,1994
Eddie Murphy,14,1994
Nicole Kidman,14,1994
Andy Garcia,14,1994
Chazz Palminteri,14,1994
Billy Bob Thornton,14,1994
June Squibb,14,1994
Celia Johnson,13,1994
Michael Cacoyannis,13,1994
François Truffaut,13,1994
Claude Lelouch,13,1994
Leonard Frey,13,1994
Jeannie Berlin,13,1994
Brenda Fricker,13,1994
Quentin Tarantino,13,1994
Gwyneth Paltrow,13,1994
Corinne Griffith,12,1994
Joyce Redman,12,1994
Isabelle Huppert,12,1994
Margaret Avery,12,1994
Michael Cimino,12,1994
Jennifer Connelly,12,1994
Sandra Bullock,12,1994
Laura Linney,12,1994
Emil Jannings,11,1994
George Arliss,11,1994
Judy Holliday,11,1994
Carol Channing,11,1994
Bernardo Bertolucci,11,1994
Barbara Barrie,11,1994
Tatum O'Neal,11,1994
Juliette Binoche,11,1994
Gary Sinise,11,1994
Halle Berry,11,1994
Ralph Fiennes,11,1994
Elisabeth Bergner,10,1994
Michael Chekhov,10,1994
Josephine Hull,10,1994
Eva Le Gallienne,10,1994
Patty McCormack,10,1994
Catherine Burns,10,1994
Marie-Christine Barrault,10,1994
Taylor Hackford,10,1994
James L. Brooks,10,1994
Julie Walters,10,1994
Oprah Winfrey,10,1994
Patricia Clarkson,10,1994
Cuba Gooding Jr.,10,1994
George Bancroft,9,1994
Michael Mann,9,1994
Miyoshi Umeki,9,1994
Rupert Crosse,9,1994
George Lucas,9,1994
Lasse Hallström,9,1994
Mikhail Baryshnikov,9,1994
Justin Henry,9,1994
Adolph Caesar,9,1994
Haing S. Ngor,9,1994
Roland Joffé,9,1994
Allison Janney,9,1994
Sam Rockwell,9,1994
Grace Moore,8,1994
Lotte Lenya,8,1994
Peggy Lee,8,1994
Michelangelo Antonioni,8,1994
Shirley Booth,8,1994
Mary Ure,8,1994
Barbet Schroeder,8,1994
Richard Castellano,8,1994
Colin Firth,8,1994
Chris Cooper,8,1994
Matt Damon,8,1994
Gus Van Sant,8,1994
Leonardo DiCaprio,8,1994
Pietro Germi,7,1994
Ingmar Bergman,7,1994
Mary Badham,7,1994
Michael Radford,7,1994
Jack Wild,7,1994
Ali MacGraw,7,1994
Curtis Hanson,7,1994
Leslie Browne,7,1994
Francis Coppola,7,1994
Mira Sorvino,7,1994
Steven Soderbergh,7,1994
Mike Figgis,7,1994
Jim Sheridan,7,1994
Lawrence Tibbett,6,1994
Emmanuelle Riva,6,1994
Pauline Collins,6,1994
Mike Leigh,6,1994
Lesley Manville,6,1994
Hugh Hudson,6,1994
Kristin Scott Thomas,6,1994
Marcia Gay Harden,6,1994
John Singleton,6,1994
Queen Latifah,6,1994
Jaye Davidson,6,1994
Renée Zellweger,6,1994
Haley Joel Osment,6,1994
Harold Russell,5,1994
Peggy Cass,5,1994
Jerome Robbins,5,1994
Lina Wertmüller,5,1994
Jan Troell,5,1994
James Cameron,5,1994
Brenda Blethyn,5,1994
Massimo Troisi,5,1994
Melissa Leo,5,1994
Imelda Staunton,5,1994
Scarlett Johansson,5,1994
Matthew McConaughey,5,1994
Robert Shaw,4,1994
Terrence Malick,4,1994
Diana Ross,4,1994
Wolfgang Petersen,4,1994
Anthony Minghella,4,1994
Christoph Waltz,4,1994
Pedro Almodóvar,4,1994
Kathryn Bigelow,4,1994
Joel Coen,4,1994
Marlee Matlin,4,1994
Anna Paquin,4,1994
Dexter Gordon,4,1994
Don Cheadle,4,1994
Richard Linklater,4,1994
Regina King,4,1994
Reese Witherspoon,4,1994
Janet McTeer,4,1994
Jamie Foxx,4,1994
Thomas Haden Church,4,1994
George Miller,3,1994
Jeanne Eagels,3,1994
Gillo Pontecorvo,3,1994
Colette Marchand,3,1994
Norma Aleandro,3,1994
Peter Jackson,3,1994
Jane Campion,3,1994
Bryan Cranston,3,1994
Felicity Huffman,3,1994
Jake Gyllenhaal,3,1994
Will Smith,3,1994
