source,target,year
Claude Rains,Peter O'Toole,1962
Claude Rains,David Lean,1962
Arthur Kennedy,Omar Sharif,1962
Arthur Kennedy,Peter O'Toole,1962
Arthur Kennedy,David Lean,1962
Omar Sharif,Peter O'Toole,1962
Omar Sharif,David Lean,1962
Peter O'Toole,David Lean,1962
Frank Sinatra,Laurence Harvey,1962
Frank Sinatra,Janet Leigh,1962
Frank Sinatra,Angela Lansbury,1962
Laurence Harvey,Janet Leigh,1962
Laurence Harvey,Angela Lansbury,1962
Janet Leigh,Angela Lansbury,1962
Carroll Baker,Walter Brennan,1962
Carroll Baker,Lee J. Cobb,1962
Carroll Baker,Henry Fonda,1962
Carroll Baker,Carolyn Jones,1962
Carroll Baker,Karl Malden,1962
Carroll Baker,Agnes Moorehead,1962
Carroll Baker,Gregory Peck,1962
Carroll Baker,Debbie Reynolds,1962
Carroll Baker,Thelma Ritter,1962
Carroll Baker,James Stewart,1962
Carroll Baker,John Wayne,1962
Carroll Baker,Richard Widmark,1962
Carroll Baker,Spencer Tracy,1962
Carroll Baker,Russ Tamblyn,1962
Carroll Baker,Raymond Massey,1962
Carroll Baker,John Ford,1962
Carroll Baker,Henry Hathaway,1962
Walter Brennan,Lee J. Cobb,1962
Walter Brennan,Henry Fonda,1962
Walter Brennan,Carolyn Jones,1962
Walter Brennan,Karl Malden,1962
Walter Brennan,Agnes Moorehead,1962
Walter Brennan,Gregory Peck,1962
Walter Brennan,Debbie Reynolds,1962
Walter Brennan,Thelma Ritter,1962
Walter Brennan,James Stewart,1962
Walter Brennan,John Wayne,1962
Walter Brennan,Richard Widmark,1962
Walter Brennan,Spencer Tracy,1962
Walter Brennan,Russ Tamblyn,1962
Walter Brennan,Raymond Massey,1962
Walter Brennan,John Ford,1962
Walter Brennan,Henry Hathaway,1962
Lee J. Cobb,Henry Fonda,1962
Lee J. Cobb,Carolyn Jones,1962
Lee J. Cobb,Karl Malden,1962
Lee J. Cobb,Agnes Moorehead,1962
Lee J. Cobb,Gregory Peck,1962
Lee J. Cobb,Debbie Reynolds,1962
Lee J. Cobb,Thelma Ritter,1962
Lee J. Cobb,James Stewart,1962
Lee J. Cobb,John Wayne,1962
Lee J. Cobb,Richard Widmark,1962
Lee J. Cobb,Spencer Tracy,1962
Lee J. Cobb,Russ Tamblyn,1962
Lee J. Cobb,Raymond Massey,1962
Lee J. Cobb,John Ford,1962
Lee J. Cobb,Henry Hathaway,1962
Henry Fonda,Carolyn Jones,1962
Henry Fonda,Karl Malden,1962
Henry Fonda,Agnes Moorehead,1962
Henry Fonda,Gregory Peck,1962
Henry Fonda,Debbie Reynolds,1962
Henry Fonda,Thelma Ritter,1962
Henry Fonda,James Stewart,1962
Henry Fonda,John Wayne,1962
Henry Fonda,Richard Widmark,1962
Henry Fonda,Spencer Tracy,1962
Henry Fonda,Russ Tamblyn,1962
Henry Fonda,Raymond Massey,1962
Henry Fonda,John Ford,1962
Henry Fonda,Henry Hathaway,1962
Carolyn Jones,Karl Malden,1962
Carolyn Jones,Agnes Moorehead,1962
Carolyn Jones,Gregory Peck,1962
Carolyn Jones,Debbie Reynolds,1962
Carolyn Jones,Thelma Ritter,1962
Carolyn Jones,James Stewart,1962
Carolyn Jones,John Wayne,1962
Carolyn Jones,Richard Widmark,1962
Carolyn Jones,Spencer Tracy,1962
Carolyn Jones,Russ Tamblyn,1962
Carolyn Jones,Raymond Massey,1962
Carolyn Jones,John Ford,1962
Carolyn Jones,Henry Hathaway,1962
Karl Malden,Agnes Moorehead,1962
Karl Malden,Gregory Peck,1962
Karl Malden,Debbie Reynolds,1962
Karl Malden,Thelma Ritter,1962
Karl Malden,James Stewart,1962
Karl Malden,John Wayne,1962
Karl Malden,Richard Widmark,1962
Karl Malden,Spencer Tracy,1962
Karl Malden,Russ Tamblyn,1962
Karl Malden,Raymond Massey,1962
Karl Malden,John Ford,1962
Karl Malden,Henry Hathaway,1962
Agnes Moorehead,Gregory Peck,1962
Agnes Moorehead,Debbie Reynolds,1962
Agnes Moorehead,Thelma Ritter,1962
Agnes Moorehead,James Stewart,1962
Agnes Moorehead,John Wayne,1962
Agnes Moorehead,Richard Widmark,1962
Agnes Moorehead,Spencer Tracy,1962
Agnes Moorehead,Russ Tamblyn,1962
Agnes Moorehead,Raymond Massey,1962
Agnes Moorehead,John Ford,1962
Agnes Moorehead,Henry Hathaway,1962
Gregory Peck,Debbie Reynolds,1962
Gregory Peck,Thelma Ritter,1962
Gregory Peck,James Stewart,1962
Gregory Peck,John Wayne,1962
Gregory Peck,Richard Widmark,1962
Gregory Peck,Spencer Tracy,1962
Gregory Peck,Russ Tamblyn,1962
Gregory Peck,Raymond Massey,1962
Gregory Peck,John Ford,1962
Gregory Peck,Henry Hathaway,1962
Debbie Reynolds,Thelma Ritter,1962
Debbie Reynolds,James Stewart,1962
Debbie Reynolds,John Wayne,1962
Debbie Reynolds,Richard Widmark,1962
Debbie Reynolds,Spencer Tracy,1962
Debbie Reynolds,Russ Tamblyn,1962
Debbie Reynolds,Raymond Massey,1962
Debbie Reynolds,John Ford,1962
Debbie Reynolds,Henry Hathaway,1962
Thelma Ritter,James Stewart,1962
Thelma Ritter,John Wayne,1962
Thelma Ritter,Richard Widmark,1962
Thelma Ritter,Spencer Tracy,1962
Thelma Ritter,Russ Tamblyn,1962
Thelma Ritter,Raymond Massey,1962
Thelma Ritter,John Ford,1962
Thelma Ritter,Henry Hathaway,1962
James Stewart,John Wayne,1962
James Stewart,Richard Widmark,1962
James Stewart,Spencer Tracy,1962
James Stewart,Russ Tamblyn,1962
James Stewart,Raymond Massey,1962
James Stewart,John Ford,1962
James Stewart,Henry Hathaway,1962
John Wayne,Richard Widmark,1962
John Wayne,Spencer Tracy,1962
John Wayne,Russ Tamblyn,1962
John Wayne,Raymond Massey,1962
John Wayne,John Ford,1962
John Wayne,Henry Hathaway,1962
Richard Widmark,Spencer Tracy,1962
Richard Widmark,Russ Tamblyn,1962
Richard Widmark,Raymond Massey,1962
Richard Widmark,John Ford,1962
Richard Widmark,Henry Hathaway,1962
Spencer Tracy,Russ Tamblyn,1962
Spencer Tracy,Raymond Massey,1962
Spencer Tracy,John Ford,1962
Spencer Tracy,Henry Hathaway,1962
Russ Tamblyn,Raymond Massey,1962
Russ Tamblyn,John Ford,1962
Russ Tamblyn,Henry Hathaway,1962
Raymond Massey,John Ford,1962
Raymond Massey,Henry Hathaway,1962
John Ford,Henry Hathaway,1962
Jack Lemmon,Lee Remick,1962
Jack Lemmon,Charles Bickford,1962
Jack Lemmon,Jack Albertson,1962
Lee Remick,Charles Bickford,1962
Lee Remick,Jack Albertson,1962
Charles Bickford,Jack Albertson,1962
Robert Mitchum,Gregory Peck,1962
Robert Mitchum,Martin Balsam,1962
Robert Mitchum,Jack Kruschen,1962
Robert Mitchum,Telly Savalas,1962
Robert Mitchum,J. Lee Thompson,1962
Gregory Peck,Martin Balsam,1962
Gregory Peck,Jack Kruschen,1962
Gregory Peck,Telly Savalas,1962
Gregory Peck,J. Lee Thompson,1962
Martin Balsam,Jack Kruschen,1962
Martin Balsam,Telly Savalas,1962
Martin Balsam,J. Lee Thompson,1962
Jack Kruschen,Telly Savalas,1962
Jack Kruschen,J. Lee Thompson,1962
Telly Savalas,J. Lee Thompson,1962
James Garner,William Bendix,1962
James Stewart,John Wayne,1962
James Stewart,Lee Marvin,1962
James Stewart,Edmond O'Brien,1962
James Stewart,John Ford,1962
John Wayne,Lee Marvin,1962
John Wayne,Edmond O'Brien,1962
John Wayne,John Ford,1962
Lee Marvin,Edmond O'Brien,1962
Lee Marvin,John Ford,1962
Edmond O'Brien,John Ford,1962
Robert Mitchum,Shirley MacLaine,1962
Robert Mitchum,Robert Wise,1962
Shirley MacLaine,Robert Wise,1962
John Wayne,Henry Fonda,1962
John Wayne,Robert Mitchum,1962
John Wayne,Sean Connery,1962
John Wayne,Eddie Albert,1962
John Wayne,Richard Todd,1962
John Wayne,Richard Burton,1962
John Wayne,Rod Steiger,1962
John Wayne,Edmond O'Brien,1962
John Wayne,Alexander Knox,1962
John Wayne,Robert Ryan,1962
John Wayne,Stuart Whitman,1962
John Wayne,Red Buttons,1962
John Wayne,Sal Mineo,1962
John Wayne,George Segal,1962
John Wayne,Leo Genn,1962
John Wayne,Frank Finlay,1962
Henry Fonda,Robert Mitchum,1962
Henry Fonda,Sean Connery,1962
Henry Fonda,Eddie Albert,1962
Henry Fonda,Richard Todd,1962
Henry Fonda,Richard Burton,1962
Henry Fonda,Rod Steiger,1962
Henry Fonda,Edmond O'Brien,1962
Henry Fonda,Alexander Knox,1962
Henry Fonda,Robert Ryan,1962
Henry Fonda,Stuart Whitman,1962
Henry Fonda,Red Buttons,1962
Henry Fonda,Sal Mineo,1962
Henry Fonda,George Segal,1962
Henry Fonda,Leo Genn,1962
Henry Fonda,Frank Finlay,1962
Robert Mitchum,Sean Connery,1962
Robert Mitchum,Eddie Albert,1962
Robert Mitchum,Richard Todd,1962
Robert Mitchum,Richard Burton,1962
Robert Mitchum,Rod Steiger,1962
Robert Mitchum,Edmond O'Brien,1962
Robert Mitchum,Alexander Knox,1962
Robert Mitchum,Robert Ryan,1962
Robert Mitchum,Stuart Whitman,1962
Robert Mitchum,Red Buttons,1962
Robert Mitchum,Sal Mineo,1962
Robert Mitchum,George Segal,1962
Robert Mitchum,Leo Genn,1962
Robert Mitchum,Frank Finlay,1962
Sean Connery,Eddie Albert,1962
Sean Connery,Richard Todd,1962
Sean Connery,Richard Burton,1962
Sean Connery,Rod Steiger,1962
Sean Connery,Edmond O'Brien,1962
Sean Connery,Alexander Knox,1962
Sean Connery,Robert Ryan,1962
Sean Connery,Stuart Whitman,1962
Sean Connery,Red Buttons,1962
Sean Connery,Sal Mineo,1962
Sean Connery,George Segal,1962
Sean Connery,Leo Genn,1962
Sean Connery,Frank Finlay,1962
Eddie Albert,Richard Todd,1962
Eddie Albert,Richard Burton,1962
Eddie Albert,Rod Steiger,1962
Eddie Albert,Edmond O'Brien,1962
Eddie Albert,Alexander Knox,1962
Eddie Albert,Robert Ryan,1962
Eddie Albert,Stuart Whitman,1962
Eddie Albert,Red Buttons,1962
Eddie Albert,Sal Mineo,1962
Eddie Albert,George Segal,1962
Eddie Albert,Leo Genn,1962
Eddie Albert,Frank Finlay,1962
Richard Todd,Richard Burton,1962
Richard Todd,Rod Steiger,1962
Richard Todd,Edmond O'Brien,1962
Richard Todd,Alexander Knox,1962
Richard Todd,Robert Ryan,1962
Richard Todd,Stuart Whitman,1962
Richard Todd,Red Buttons,1962
Richard Todd,Sal Mineo,1962
Richard Todd,George Segal,1962
Richard Todd,Leo Genn,1962
Richard Todd,Frank Finlay,1962
Richard Burton,Rod Steiger,1962
Richard Burton,Edmond O'Brien,1962
Richard Burton,Alexander Knox,1962
Richard Burton,Robert Ryan,1962
Richard Burton,Stuart Whitman,1962
Richard Burton,Red Buttons,1962
Richard Burton,Sal Mineo,1962
Richard Burton,George Segal,1962
Richard Burton,Leo Genn,1962
Richard Burton,Frank Finlay,1962
Rod Steiger,Edmond O'Brien,1962
Rod Steiger,Alexander Knox,1962
Rod Steiger,Robert Ryan,1962
Rod Steiger,Stuart Whitman,1962
Rod Steiger,Red Buttons,1962
Rod Steiger,Sal Mineo,1962
Rod Steiger,George Segal,1962
Rod Steiger,Leo Genn,1962
Rod Steiger,Frank Finlay,1962
Edmond O'Brien,Alexander Knox,1962
Edmond O'Brien,Robert Ryan,1962
Edmond O'Brien,Stuart Whitman,1962
Edmond O'Brien,Red Buttons,1962
Edmond O'Brien,Sal Mineo,1962
Edmond O'Brien,George Segal,1962
Edmond O'Brien,Leo Genn,1962
Edmond O'Brien,Frank Finlay,1962
Alexander Knox,Robert Ryan,1962
Alexander Knox,Stuart Whitman,1962
Alexander Knox,Red Buttons,1962
Alexander Knox,Sal Mineo,1962
Alexander Knox,George Segal,1962
Alexander Knox,Leo Genn,1962
Alexander Knox,Frank Finlay,1962
Robert Ryan,Stuart Whitman,1962
Robert Ryan,Red Buttons,1962
Robert Ryan,Sal Mineo,1962
Robert Ryan,George Segal,1962
Robert Ryan,Leo Genn,1962
Robert Ryan,Frank Finlay,1962
Stuart Whitman,Red Buttons,1962
Stuart Whitman,Sal Mineo,1962
Stuart Whitman,George Segal,1962
Stuart Whitman,Leo Genn,1962
Stuart Whitman,Frank Finlay,1962
Red Buttons,Sal Mineo,1962
Red Buttons,George Segal,1962
Red Buttons,Leo Genn,1962
Red Buttons,Frank Finlay,1962
Sal Mineo,George Segal,1962
Sal Mineo,Leo Genn,1962
Sal Mineo,Frank Finlay,1962
George Segal,Leo Genn,1962
George Segal,Frank Finlay,1962
Leo Genn,Frank Finlay,1962
Frank Perry,Frank Perry,1962
James Mason,Shelley Winters,1962
James Mason,Peter Sellers,1962
James Mason,Stanley Kubrick,1962
Shelley Winters,Peter Sellers,1962
Shelley Winters,Stanley Kubrick,1962
Peter Sellers,Stanley Kubrick,1962
Arthur O'Connell,Jack Kruschen,1962
Arthur O'Connell,Mickey Rooney,1962
Jack Kruschen,Mickey Rooney,1962
Alec Guinness,Anthony Quayle,1962
Bette Davis,Joan Crawford,1962
Bette Davis,Victor Buono,1962
Joan Crawford,Victor Buono,1962
John Wayne,Red Buttons,1962
John Wayne,Howard Hawks,1962
Red Buttons,Howard Hawks,1962
Melina Mercouri,Anthony Perkins,1962
Melina Mercouri,Jules Dassin,1962
Anthony Perkins,Jules Dassin,1962
Anthony Quinn,Jackie Gleason,1962
Anthony Quinn,Mickey Rooney,1962
Anthony Quinn,Jack Palance,1962
Anthony Quinn,Kim Hunter,1962
Anthony Quinn,Ed Wynn,1962
Jackie Gleason,Mickey Rooney,1962
Jackie Gleason,Jack Palance,1962
Jackie Gleason,Kim Hunter,1962
Jackie Gleason,Ed Wynn,1962
Mickey Rooney,Jack Palance,1962
Mickey Rooney,Kim Hunter,1962
Mickey Rooney,Ed Wynn,1962
Jack Palance,Kim Hunter,1962
Jack Palance,Ed Wynn,1962
Kim Hunter,Ed Wynn,1962
Oskar Werner,François Truffaut,1962
Tony Curtis,Yul Brynner,1962
Tony Curtis,J. Lee Thompson,1962
Yul Brynner,J. Lee Thompson,1962
James Stewart,Henry Koster,1962
Judy Garland,Red Buttons,1962
Cary Grant,Doris Day,1962
Cary Grant,Gig Young,1962
Cary Grant,Delbert Mann,1962
Doris Day,Gig Young,1962
Doris Day,Delbert Mann,1962
Gig Young,Delbert Mann,1962
Bing Crosby,Robert Morley,1962
Bing Crosby,Peter Sellers,1962
Robert Morley,Peter Sellers,1962
Richard Attenborough,Betsy Blair,1962
Ray Milland,Jean Hagen,1962
Ray Milland,Ray Milland,1962
Jean Hagen,Ray Milland,1962
Charles Boyer,Lee J. Cobb,1962
Charles Boyer,Paul Lukas,1962
Charles Boyer,Vincente Minnelli,1962
Lee J. Cobb,Paul Lukas,1962
Lee J. Cobb,Vincente Minnelli,1962
Paul Lukas,Vincente Minnelli,1962
Jennifer Jones,Jason Robards,1962
Jennifer Jones,Joan Fontaine,1962
Jennifer Jones,Paul Lukas,1962
Jason Robards,Joan Fontaine,1962
Jason Robards,Paul Lukas,1962
Joan Fontaine,Paul Lukas,1962
Frank Sinatra,John Sturges,1962
Eva Marie Saint,Warren Beatty,1962
Eva Marie Saint,Karl Malden,1962
Eva Marie Saint,Angela Lansbury,1962
Warren Beatty,Karl Malden,1962
Warren Beatty,Angela Lansbury,1962
Karl Malden,Angela Lansbury,1962
Marlon Brando,Trevor Howard,1962
Marlon Brando,Richard Harris,1962
Marlon Brando,Hugh Griffith,1962
Marlon Brando,Lewis Milestone,1962
Trevor Howard,Richard Harris,1962
Trevor Howard,Hugh Griffith,1962
Trevor Howard,Lewis Milestone,1962
Richard Harris,Hugh Griffith,1962
Richard Harris,Lewis Milestone,1962
Hugh Griffith,Lewis Milestone,1962
Anthony Perkins,Orson Welles,1962
Anthony Perkins,Akim Tamiroff,1962
Anthony Perkins,Orson Welles,1962
Orson Welles,Akim Tamiroff,1962
Orson Welles,Orson Welles,1962
Akim Tamiroff,Orson Welles,1962
Gregory Peck,Mary Badham,1962
Gregory Peck,Robert Duvall,1962
Gregory Peck,Kim Stanley,1962
Gregory Peck,Robert Mulligan,1962
Mary Badham,Robert Duvall,1962
Mary Badham,Kim Stanley,1962
Mary Badham,Robert Mulligan,1962
Robert Duvall,Kim Stanley,1962
Robert Duvall,Robert Mulligan,1962
Kim Stanley,Robert Mulligan,1962
Rosalind Russell,Maximilian Schell,1962
Alan Bates,John Schlesinger,1962
Rock Hudson,Burl Ives,1962
Rock Hudson,Gena Rowlands,1962
Rock Hudson,Robert Mulligan,1962
Burl Ives,Gena Rowlands,1962
Burl Ives,Robert Mulligan,1962
Gena Rowlands,Robert Mulligan,1962
James Mason,John Mills,1962
Laurence Harvey,Oscar Homolka,1962
Laurence Harvey,Russ Tamblyn,1962
Laurence Harvey,Beulah Bondi,1962
Oscar Homolka,Russ Tamblyn,1962
Oscar Homolka,Beulah Bondi,1962
Russ Tamblyn,Beulah Bondi,1962
Doris Day,Dean Jagger,1962
Doris Day,Charles Walters,1962
Dean Jagger,Charles Walters,1962
Jackie Gleason,Gene Kelly,1962
Rosalind Russell,Natalie Wood,1962
Rosalind Russell,Karl Malden,1962
Rosalind Russell,Mervyn LeRoy,1962
Natalie Wood,Karl Malden,1962
Natalie Wood,Mervyn LeRoy,1962
Karl Malden,Mervyn LeRoy,1962
Peter Sellers,Richard Attenborough,1962
Laurence Olivier,Simone Signoret,1962
Laurence Olivier,Sarah Miles,1962
Laurence Olivier,Terence Stamp,1962
Laurence Olivier,Hugh Griffith,1962
Laurence Olivier,Peter Glenville,1962
Simone Signoret,Sarah Miles,1962
Simone Signoret,Terence Stamp,1962
Simone Signoret,Hugh Griffith,1962
Simone Signoret,Peter Glenville,1962
Sarah Miles,Terence Stamp,1962
Sarah Miles,Hugh Griffith,1962
Sarah Miles,Peter Glenville,1962
Terence Stamp,Hugh Griffith,1962
Terence Stamp,Peter Glenville,1962
Hugh Griffith,Peter Glenville,1962
Sophia Loren,Anthony Perkins,1962
Sophia Loren,Gig Young,1962
Sophia Loren,Anatole Litvak,1962
Anthony Perkins,Gig Young,1962
Anthony Perkins,Anatole Litvak,1962
Gig Young,Anatole Litvak,1962
Katharine Hepburn,Ralph Richardson,1962
Katharine Hepburn,Jason Robards,1962
Katharine Hepburn,Dean Stockwell,1962
Katharine Hepburn,Sidney Lumet,1962
Ralph Richardson,Jason Robards,1962
Ralph Richardson,Dean Stockwell,1962
Ralph Richardson,Sidney Lumet,1962
Jason Robards,Dean Stockwell,1962
Jason Robards,Sidney Lumet,1962
Dean Stockwell,Sidney Lumet,1962
Stuart Whitman,Rod Steiger,1962
Stuart Whitman,Broderick Crawford,1962
Stuart Whitman,Jack Kruschen,1962
Stuart Whitman,Jack Albertson,1962
Rod Steiger,Broderick Crawford,1962
Rod Steiger,Jack Kruschen,1962
Rod Steiger,Jack Albertson,1962
Broderick Crawford,Jack Kruschen,1962
Broderick Crawford,Jack Albertson,1962
Jack Kruschen,Jack Albertson,1962
Burt Lancaster,Karl Malden,1962
Burt Lancaster,Thelma Ritter,1962
Burt Lancaster,Edmond O'Brien,1962
Burt Lancaster,Telly Savalas,1962
Karl Malden,Thelma Ritter,1962
Karl Malden,Edmond O'Brien,1962
Karl Malden,Telly Savalas,1962
Thelma Ritter,Edmond O'Brien,1962
Thelma Ritter,Telly Savalas,1962
Edmond O'Brien,Telly Savalas,1962
Marcello Mastroianni,Louis Malle,1962
Lana Turner,Eddie Albert,1962
Lana Turner,Walter Matthau,1962
Lana Turner,Jack Albertson,1962
Eddie Albert,Walter Matthau,1962
Eddie Albert,Jack Albertson,1962
Walter Matthau,Jack Albertson,1962
Susan Hayward,Peter Finch,1962
Susan Hayward,Diane Cilento,1962
Peter Finch,Diane Cilento,1962
Glynis Johns,Dan O'Herlihy,1962
Henry Fonda,Charles Laughton,1962
Henry Fonda,Walter Pidgeon,1962
Henry Fonda,Gene Tierney,1962
Henry Fonda,Franchot Tone,1962
Henry Fonda,Lew Ayres,1962
Henry Fonda,Burgess Meredith,1962
Henry Fonda,Otto Preminger,1962
Charles Laughton,Walter Pidgeon,1962
Charles Laughton,Gene Tierney,1962
Charles Laughton,Franchot Tone,1962
Charles Laughton,Lew Ayres,1962
Charles Laughton,Burgess Meredith,1962
Charles Laughton,Otto Preminger,1962
Walter Pidgeon,Gene Tierney,1962
Walter Pidgeon,Franchot Tone,1962
Walter Pidgeon,Lew Ayres,1962
Walter Pidgeon,Burgess Meredith,1962
Walter Pidgeon,Otto Preminger,1962
Gene Tierney,Franchot Tone,1962
Gene Tierney,Lew Ayres,1962
Gene Tierney,Burgess Meredith,1962
Gene Tierney,Otto Preminger,1962
Franchot Tone,Lew Ayres,1962
Franchot Tone,Burgess Meredith,1962
Franchot Tone,Otto Preminger,1962
Lew Ayres,Burgess Meredith,1962
Lew Ayres,Otto Preminger,1962
Burgess Meredith,Otto Preminger,1962
Shelley Winters,Jane Fonda,1962
Shelley Winters,Glynis Johns,1962
Shelley Winters,Cloris Leachman,1962
Shelley Winters,George Cukor,1962
Jane Fonda,Glynis Johns,1962
Jane Fonda,Cloris Leachman,1962
Jane Fonda,George Cukor,1962
Glynis Johns,Cloris Leachman,1962
Glynis Johns,George Cukor,1962
Cloris Leachman,George Cukor,1962
Anne Bancroft,Patty Duke,1962
Anne Bancroft,Beah Richards,1962
Anne Bancroft,Arthur Penn,1962
Patty Duke,Beah Richards,1962
Patty Duke,Arthur Penn,1962
Beah Richards,Arthur Penn,1962
Montgomery Clift,Susannah York,1962
Montgomery Clift,Larry Parks,1962
Montgomery Clift,Susan Kohner,1962
Montgomery Clift,John Huston,1962
Montgomery Clift,John Huston,1962
Susannah York,Larry Parks,1962
Susannah York,Susan Kohner,1962
Susannah York,John Huston,1962
Susannah York,John Huston,1962
Larry Parks,Susan Kohner,1962
Larry Parks,John Huston,1962
Larry Parks,John Huston,1962
Susan Kohner,John Huston,1962
Susan Kohner,John Huston,1962
John Huston,John Huston,1962
Dan Dailey,Paul Newman,1962
Dan Dailey,Jessica Tandy,1962
Dan Dailey,Michael J. Pollard,1962
Dan Dailey,Martin Ritt,1962
Paul Newman,Jessica Tandy,1962
Paul Newman,Michael J. Pollard,1962
Paul Newman,Martin Ritt,1962
Jessica Tandy,Michael J. Pollard,1962
Jessica Tandy,Martin Ritt,1962
Michael J. Pollard,Martin Ritt,1962
Jack Lemmon,Fred Astaire,1962
William Holden,Hugh Griffith,1962
William Holden,George Seaton,1962
Hugh Griffith,George Seaton,1962
Bobby Darin,Ann-Margret,1962
Bobby Darin,José Ferrer,1962
Ann-Margret,José Ferrer,1962
Kirk Douglas,Claire Trevor,1962
Kirk Douglas,Vincente Minnelli,1962
Claire Trevor,Vincente Minnelli,1962
Tom Courtenay,Michael Redgrave,1962
Tom Courtenay,Tony Richardson,1962
Michael Redgrave,Tony Richardson,1962
Richard Todd,Robert Morley,1962
Maurice Chevalier,George Sanders,1962
Robert Morley,Maggie Smith,1962
Tom Courtenay,Frank Finlay,1962
David Niven,Leslie Caron,1962
Samantha Eggar,John Hurt,1962
William Holden,Clifton Webb,1962
William Holden,Leo McCarey,1962
Clifton Webb,Leo McCarey,1962
Cliff Robertson,Telly Savalas,1962
Anthony Franciosa,Jane Fonda,1962
Anthony Franciosa,Jack Albertson,1962
Anthony Franciosa,George Roy Hill,1962
Jane Fonda,Jack Albertson,1962
Jane Fonda,George Roy Hill,1962
Jack Albertson,George Roy Hill,1962
Yul Brynner,Sal Mineo,1962
Yul Brynner,Jack Warden,1962
Yul Brynner,James Mason,1962
Sal Mineo,Jack Warden,1962
Sal Mineo,James Mason,1962
Jack Warden,James Mason,1962
David Niven,Martin Balsam,1962
Sidney Poitier,Bobby Darin,1962
Sidney Poitier,Peter Falk,1962
Bobby Darin,Peter Falk,1962
Laurence Harvey,Martha Hyer,1962
Laurence Harvey,Miyoshi Umeki,1962
Laurence Harvey,John Sturges,1962
Martha Hyer,Miyoshi Umeki,1962
Martha Hyer,John Sturges,1962
Miyoshi Umeki,John Sturges,1962
Tony Curtis,Norman Jewison,1962
Sophia Loren,Maximilian Schell,1962
Sophia Loren,Fredric March,1962
Sophia Loren,Vittorio De Sica,1962
Maximilian Schell,Fredric March,1962
Maximilian Schell,Vittorio De Sica,1962
Fredric March,Vittorio De Sica,1962
Maurice Chevalier,Agnes Moorehead,1962
Maurice Chevalier,Jean Negulesco,1962
Agnes Moorehead,Jean Negulesco,1962
Anthony Franciosa,Betsy Blair,1962
Jeanne Crain,Basil Rathbone,1962
Peter Sellers,Margaret Leighton,1962
Ernest Borgnine,Katy Jurado,1962
Ernest Borgnine,Akim Tamiroff,1962
Katy Jurado,Akim Tamiroff,1962
Paul Newman,Geraldine Page,1962
Paul Newman,Shirley Knight,1962
Paul Newman,Ed Begley,1962
Paul Newman,Rip Torn,1962
Paul Newman,Mildred Dunnock,1962
Paul Newman,Richard Brooks,1962
Geraldine Page,Shirley Knight,1962
Geraldine Page,Ed Begley,1962
Geraldine Page,Rip Torn,1962
Geraldine Page,Mildred Dunnock,1962
Geraldine Page,Richard Brooks,1962
Shirley Knight,Ed Begley,1962
